Treinamento^2022-11-21 13:10:50^INSERT INTO pessoa (Nome, E-mail, Telefone) VALUES ('Frederico Tesouro', 'fredtesouro@gmail.com', '54996969696') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:10:53^INSERT INTO pessoa (Nome, E-mail, Telefone) VALUES ('Frederico Tesouro', 'fredtesouro@gmail.com', '54996969696') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:11:12^INSERT INTO pessoa (Nome, E-mail, Telefone) VALUES ('Frederico Tesouro', 'fredtesouro@gmail.com', '54996969696') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:16:29^INSERT INTO pessoa (Nome, E-mail, Telefone) VALUES ('Frederico Tesouro', 'fredtesouro@gmail.com', '54996969696') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:17:03^INSERT INTO pessoa (Nome, E-mail, Telefone) VALUES ('Frederico Tesouro', 'fredtesouro@gmail.com', '54996969696') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:19:55^INSERT INTO pessoa (0, 1, 2) VALUES ('Frederico Tesouro', 'fredtesouro@gmail.com', '54996969696') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:20:43^INSERT INTO pessoa (0, 1, 2) VALUES ('Joao da Silva', 'joao.dasilva@gmail.com', '5433141414') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:20:43^INSERT INTO pessoa (0, 1, 2) VALUES ('Fulano de Tal', 'fulano@gmail.com', '5433131313') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:20:43^INSERT INTO pessoa (0, 1, 2) VALUES ('Ciclano de Tal', 'ciclano@gmail.com', '5433121212') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:20:44^INSERT INTO pessoa (0, 1, 2) VALUES ('Alberto Roberto', 'albertoroberto@gmail.com', '54999995959') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:20:44^INSERT INTO pessoa (0, 1, 2) VALUES ('Frederico Tesouro', 'fredtesouro@gmail.com', '54996969696') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:20:54^INSERT INTO pessoa (Nome, E-mail, Telefone) VALUES ('Joao da Silva', 'joao.dasilva@gmail.com', '5433141414') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:20:54^INSERT INTO pessoa (Nome, E-mail, Telefone) VALUES ('Fulano de Tal', 'fulano@gmail.com', '5433131313') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:20:54^INSERT INTO pessoa (Nome, E-mail, Telefone) VALUES ('Ciclano de Tal', 'ciclano@gmail.com', '5433121212') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:20:54^INSERT INTO pessoa (Nome, E-mail, Telefone) VALUES ('Alberto Roberto', 'albertoroberto@gmail.com', '54999995959') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:20:54^INSERT INTO pessoa (Nome, E-mail, Telefone) VALUES ('Frederico Tesouro', 'fredtesouro@gmail.com', '54996969696') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:21:14^INSERT INTO pessoa (Nome, E-mail, Telefone) VALUES ('Frederico Tesouro', 'fredtesouro@gmail.com', '54996969696') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:21:20^INSERT INTO pessoa (Nome, E-mail, Telefone) VALUES ('Frederico Tesouro', 'fredtesouro@gmail.com', '54996969696') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:23:23^INSERT INTO pessoa (Nome, E-mail, Telefone) VALUES ('Frederico Tesouro', 'fredtesouro@gmail.com', '54996969696') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:23:39^INSERT INTO pessoa (Nome, E-mail, Telefone) VALUES ('Frederico Tesouro', 'fredtesouro@gmail.com', '54996969696') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:24:31^INSERT INTO pessoa (nm_pessoa, ds_email, nr_telefone) VALUES ('Frederico Tesouro', 'fredtesouro@gmail.com', '54996969696') ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:52:23^INSERT INTO pessoa () VALUES (NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:52:31^INSERT INTO pessoa () VALUES (NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:52:48^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('19', 'Joao da Silva,12/04/2001,joao.dasilva@gmail.com,5433141414', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:52:49^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('20', 'Fulano de Tal,15/03/1990,fulano@gmail.com,5433131313', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:52:49^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('21', 'Ciclano de Tal,07/08/1987,ciclano@gmail.com,5433121212', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:52:49^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('22', 'Alberto Roberto,05/05/1996,albertoroberto@gmail.com,54999995959', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:52:49^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('23', 'Frederico Tesouro,01/08/1965,fredtesouro@gmail.com,54996969696', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:52:49^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('23', 'Frederico Tesouro,01/08/1965,fredtesouro@gmail.com,54996969696', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:58:44^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('24', 'Joao da Silva,12/04/2001,joao.dasilva@gmail.com,5433141414', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:58:44^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('25', 'Fulano de Tal,15/03/1990,fulano@gmail.com,5433131313', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:58:44^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('26', 'Ciclano de Tal,07/08/1987,ciclano@gmail.com,5433121212', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:58:44^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('27', 'Alberto Roberto,05/05/1996,albertoroberto@gmail.com,54999995959', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:58:44^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('28', 'Frederico Tesouro,01/08/1965,fredtesouro@gmail.com,54996969696', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:58:44^INSERT INTO telefone (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('28', 'Frederico Tesouro,01/08/1965,fredtesouro@gmail.com,54996969696', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:58:44^INSERT INTO email (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('28', 'Frederico Tesouro,01/08/1965,fredtesouro@gmail.com,54996969696', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:58:44^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('28', 'Frederico Tesouro,01/08/1965,fredtesouro@gmail.com,54996969696', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:58:49^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('29', 'Joao da Silva,12/04/2001,joao.dasilva@gmail.com,5433141414', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:58:49^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('30', 'Fulano de Tal,15/03/1990,fulano@gmail.com,5433131313', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:58:49^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('31', 'Ciclano de Tal,07/08/1987,ciclano@gmail.com,5433121212', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:58:49^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('32', 'Alberto Roberto,05/05/1996,albertoroberto@gmail.com,54999995959', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:58:49^INSERT INTO pessoa (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('33', 'Frederico Tesouro,01/08/1965,fredtesouro@gmail.com,54996969696', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
Treinamento^2022-11-21 13:58:49^INSERT INTO telefone (cd_pessoa, nm_pessoa, dt_nascimento) VALUES ('33', 'Frederico Tesouro,01/08/1965,fredtesouro@gmail.com,54996969696', NULL) ^0^exe_importa_pessoa.php^treinamento_jaguar 
